Club,Type,Target,Total,Side,Shot Quality,Date,Lie,End Lie,Quality,Notes
 8I, Short,20.96754395,37.47256097,6, 20 Handicap, 2025-10-18 21:55:09 +0000, Rough, Rough, Low, #straight#low
 PW, Short,17.38799842,24.86985899,-6, 10 Handicap, 2025-10-18 21:55:09 +0000, Rough, Green, Center, #straight#low#intended
 Pu, Putting,9.461801213,9.523728619,-4, Elite Am, 2025-10-18 21:55:09 +0000, Green, Green, left,
 Pu, Putting,0.31764601,0.31764601,5, Pro, 2025-10-18 21:55:09 +0000, Green, Green, holed,
 Dr, Driving,296.2500948,183.1294221,33, 25 Handicap, 2025-10-18 21:55:09 +0000, Tee, Recovery, Center, #slice#straight#low
 6I, Approach,114.6954066,8.833478558,-5, 5 Handicap, 2025-10-18 21:55:09 +0000, Recovery, Rough, Heel, #straight#low
 8I, Approach,106.870319,95.36615608,-3, 5 Handicap, 2025-10-18 21:55:09 +0000, Rough, Fairway, Center, #straight#normal#intended
 Pu, Short,15.92200507,8.985943962,6, 10 Handicap, 2025-10-18 21:55:09 +0000, Fairway, Green, ,
 Pu, Putting,7.116004529,7.115511212,-7, 25 Handicap, 2025-10-18 21:55:09 +0000, Green, Green, short,
 Pu, Putting,1.2,0,3, 25 Handicap, 2025-10-18 21:55:09 +0000, Green, Green, right,
 Pu, Putting,0.6096,0,4, Pro, 2025-10-18 21:55:09 +0000, Green, Green, holed,
 Dr, Driving,358.3519493,192.9741203,-6, 0 Handicap, 2025-10-18 21:55:09 +0000, Tee, Fairway, Center, #straight#high#intended
 4H, Approach,166.6282338,163.5070173,20, Elite Am, 2025-10-18 21:55:09 +0000, Fairway, Green, Center, #push#normal#intended
 Pu, Putting,15.43415789,15.43457902,6, Pro, 2025-10-18 21:55:09 +0000, Green, Green, left,
 Pu, Putting,0.6096,0,-7, Pro, 2025-10-18 21:55:09 +0000, Green, Green, holed,
 Dr, Driving,339.9764861,87.71040347,-44, 25 Handicap, 2025-10-18 21:55:09 +0000, Tee, Recovery, Heel, #hook#pull#low
 4H, Approach,274.4940951,108.705294,3, 0 Handicap, 2025-10-18 21:55:09 +0000, Recovery, Rough, Low, #straight#low
 6I, Approach,166.6725128,87.26766089,-6, 15 Handicap, 2025-10-18 21:55:09 +0000, Rough, Rough, Low, #straight#low
 7I, Approach,79.96846122,83.89304874,6, 5 Handicap, 2025-10-18 21:55:09 +0000, Rough, Fairway, Center, #fade#straight#low#intended
 Pu, Short,9.565953363,7.220383706,-5, 5 Handicap, 2025-10-18 21:55:09 +0000, Fairway, Green, short,
 Pu, Putting,3.041124599,3.041189985,-3, Pro, 2025-10-18 21:55:09 +0000, Green, Green, holed,
 Dr, Driving,446.4640146,65.67443193,-4, 25 Handicap, 2025-10-18 21:55:09 +0000, Tee, Rough, Low, #straight#low
 4H, Approach,385.0874345,77.9742008,7, 10 Handicap, 2025-10-18 21:55:09 +0000, Rough, Fairway, Low, #straight#low
 4H, Approach,308.5064671,177.5920128,-5, Elite Am, 2025-10-18 21:55:09 +0000, Fairway, Fairway, Center, #straight#normal#intended
 5H, Approach,130.9163299,152.3179867,0, 25 Handicap, 2025-10-18 21:55:09 +0000, Fairway, Recovery, Center, #pull#normal#intended
 9I, Short,27.93567253,25.38288321,-3, Pro, 2025-10-18 21:55:09 +0000, Recovery, Green, Center, #straight#low#intended
 Pu, Putting,7.852418584,7.852418584,-7, Pro, 2025-10-18 21:55:09 +0000, Green, Green, ,
 Dr, Driving,395.8241677,183.1590911,-4, 15 Handicap, 2025-10-18 21:55:09 +0000, Tee, Fairway, Center, #straight#normal#intended
 4H, Approach,227.9583738,112.8296242,-28, 25 Handicap, 2025-10-18 21:55:09 +0000, Fairway, Recovery, Center, #draw#pull#normal
 6I, Approach,124.4373399,47.27481807,5, Elite Am, 2025-10-18 21:55:09 +0000, Recovery, Fairway, Low, #straight#low
 9I, Approach,92.02514334,106.218686,-3, 5 Handicap, 2025-10-18 21:55:09 +0000, Fairway, Green, Center, #straight#normal#intended
 Pu, Putting,14.19651245,8.294808396,5, 25 Handicap, 2025-10-18 21:55:09 +0000, Green, Green, short,
 Pu, Putting,5.921621554,5.921623072,5, 25 Handicap, 2025-10-18 21:55:09 +0000, Green, Green, short,
 Pu, Putting,0.6096,0,6, Pro, 2025-10-18 21:55:09 +0000, Green, Green, holed,
 7I, Approach,136.8476974,121.4885257,6, 15 Handicap, 2025-10-18 21:55:09 +0000, Tee, Rough, Low, #straight#normal#intended
 Pu, Short,15.54950514,10.66791334,-3, 5 Handicap, 2025-10-18 21:55:09 +0000, Rough, Green, ,
 Pu, Putting,4.661389392,5.97509579,4, 25 Handicap, 2025-10-18 21:55:09 +0000, Green, Green, short,
 Pu, Putting,0.6096,1.095427548,5, Pro, 2025-10-18 21:55:09 +0000, Green, Green, holed,
 Dr, Driving,406.4496982,211.5062311,34, 25 Handicap, 2025-10-18 21:55:09 +0000, Tee, Recovery, Center, #slice#straight#normal
 4H, Approach,223.1499876,124.3309735,6, Pro, 2025-10-18 21:55:09 +0000, Recovery, Fairway, Center, #straight#normal#intended
 7I, Approach,105.6839428,102.9639915,-7, Elite Am, 2025-10-18 21:55:09 +0000, Fairway, Green, Center, #straight#normal#intended
 Pu, Putting,6.156914828,6.252086648,-5, 20 Handicap, 2025-10-18 21:55:09 +0000, Green, Green, left,
 Pu, Putting,0.121640749,0.121640749,3, Pro, 2025-10-18 21:55:09 +0000, Green, Green, holed,
 4H, Approach,163.2294678,140.479099,-14, 15 Handicap, 2025-10-18 21:55:09 +0000, Tee, Rough, Center, #draw#straight#normal
 9I, Short,34.73410673,42.57172015,-7, 5 Handicap, 2025-10-18 21:55:09 +0000, Rough, Green, Center, #straight#low#intended
 Pu, Putting,10.54533802,9.676265593,3, 20 Handicap, 2025-10-18 21:55:09 +0000, Green, Green, left,
 Pu, Putting,1.309431724,1.309431724,-5, Pro, 2025-10-18 21:55:09 +0000, Green, Green, holed,
 Dr, Driving,475.15433,161.9860853,30, 25 Handicap, 2025-10-18 21:55:09 +0000, Tee, Recovery, Center, #slice#straight#low
 7I, Approach,317.6773029,97.36419206,6, Elite Am, 2025-10-18 21:55:09 +0000, Recovery, Fairway, Center, #straight#high#intended
 4H, Approach,225.0898784,159.9104191,-3, 5 Handicap, 2025-10-18 21:55:09 +0000, Fairway, Fairway, Center, #straight#normal#intended
 SW, Approach,65.21834065,50.60080518,6, 5 Handicap, 2025-10-18 21:55:09 +0000, Fairway, Green, Center, #straight#high#intended
 Pu, Putting,9.532827632,7.793341033,3, 25 Handicap, 2025-10-18 21:55:09 +0000, Green, Green, short,
 Pu, Putting,7.007737461,7.600654095,-3, 20 Handicap, 2025-10-18 21:55:09 +0000, Green, Green, right,
 Pu, Putting,0.800592618,0.800589838,4, Pro, 2025-10-18 21:55:09 +0000, Green, Green, holed,
 4H, Approach,175.4034602,127.9197927,3, 15 Handicap, 2025-10-18 21:55:09 +0000, Tee, Fairway, Low, #straight#low
 SW, Approach,47.49129637,34.81735753,4, 10 Handicap, 2025-10-18 21:55:09 +0000, Fairway, Green, Center, #straight#high#intended
 Pu, Putting,12.81241784,11.6765189,-4, 0 Handicap, 2025-10-18 21:55:09 +0000, Green, Green, short,
 Pu, Putting,1.176578619,1.176578619,6, Pro, 2025-10-18 21:55:09 +0000, Green, Green, holed,
 Dr, Driving,339.4233382,208.4866865,-3, Pro, 2025-10-18 21:55:09 +0000, Tee, Fairway, Center, #straight#normal#intended
 6I, Approach,136.2343153,65.6205597,6, 20 Handicap, 2025-10-18 21:55:09 +0000, Fairway, Fairway, Center, #straight#low#intended
 PW, Approach,75.48534647,89.51578772,-4, 20 Handicap, 2025-10-18 21:55:09 +0000, Fairway, Rough, Low, #fade#straight#low
 9I, Short,24.90114777,18.02617979,-6, 5 Handicap, 2025-10-18 21:55:09 +0000, Rough, Green, Center, #straight#low#intended
 Pu, Putting,7.442324731,6.722345143,-5, 15 Handicap, 2025-10-18 21:55:09 +0000, Green, Green, left,
 Pu, Putting,0.917418363,0.917418363,-6, Pro, 2025-10-18 21:55:09 +0000, Green, Green, holed,
 Dr, Driving,250.5389213,219.2691314,49, 25 Handicap, 2025-10-18 21:55:09 +0000, Tee, Recovery, Center, #slice#straight#normal
 6I, Approach,131.5865667,82.06684838,-5, 25 Handicap, 2025-10-18 21:55:09 +0000, Recovery, Recovery, High, #straight#normal
 SW, Approach,60.44123732,38.95684762,-7, Pro, 2025-10-18 21:55:09 +0000, Recovery, Rough, Center, #straight#normal#intended
 PW, Short,21.48885877,26.87817836,6, 15 Handicap, 2025-10-18 21:55:09 +0000, Rough, Rough, Center, #straight#low#intended
 9I, Short,9.457114513,8.089549996,3, Pro, 2025-10-18 21:55:09 +0000, Rough, Green, Center,
 Pu, Putting,1.381927825,1.381959153,4, Pro, 2025-10-18 21:55:09 +0000, Green, Green, holed,
 4H, Approach,181.8005505,67.06269143,0, 25 Handicap, 2025-10-18 21:55:09 +0000, Tee, Recovery, Heel, #pull#low
 5H, Approach,119.4554927,100.0840817,5, Pro, 2025-10-18 21:55:09 +0000, Recovery, Sand, Center, #straight#high#intended
 SW, Short,19.4519508,1.353866411,-3, 20 Handicap, 2025-10-18 21:55:09 +0000, Sand, Sand, Low, #straight#low
 SW, Short,18.73675843,27.55013117,3, 5 Handicap, 2025-10-18 21:55:09 +0000, Sand, Green, Center, #straight#high#intended
 Pu, Putting,6.770922348,9.296912438,-3, 25 Handicap, 2025-10-18 21:55:09 +0000, Green, Green, left,
 Pu, Putting,0.932877521,0.932877521,-7, Pro, 2025-10-18 21:55:09 +0000, Green, Green, holed,
 Dr, Driving,263.5771865,176.7352216,43, 10 Handicap, 2025-10-18 21:55:09 +0000, Tee, Rough, Center, #slice#straight#normal
 6I, Approach,97.79932542,61.01385351,-5, 15 Handicap, 2025-10-18 21:55:09 +0000, Rough, Rough, Low, #straight#low
 7I, Short,37.2384136,34.74798865,5, 10 Handicap, 2025-10-18 21:55:09 +0000, Rough, Fairway, Center, #straight#low#intended
 Pu, Short,3.926578152,3.826185515,-6, Pro, 2025-10-18 21:55:09 +0000, Fairway, Green, right,
 Pu, Putting,0.335600902,0.335602472,3, Pro, 2025-10-18 21:55:09 +0000, Green, Green, ,
 4H, Driving,313.7444427,183.6334534,5, Elite Am, 2025-10-18 21:55:09 +0000, Tee, Fairway, Center, #fade#straight#low
 6I, Approach,133.0793616,54.88130828,0, 20 Handicap, 2025-10-18 21:55:09 +0000, Fairway, Fairway, Center, #pull#low
 PW, Approach,80.12085389,65.48075576,16, 20 Handicap, 2025-10-18 21:55:09 +0000, Fairway, Rough, High, #push#normal
 SW, Short,16.85159056,16.23638788,-3, 15 Handicap, 2025-10-18 21:55:09 +0000, Rough, Fairway, Center, #straight#normal#intended
 Pu, Short,2.019499751,2.019499751,7, Pro, 2025-10-18 21:55:09 +0000, Fairway, Green, short,
 Pu, Putting,0.6096,0,4, Pro, 2025-10-18 21:55:09 +0000, Green, Green, holed,
 Dr, Driving,447.2225728,195.7081273,12, 20 Handicap, 2025-10-18 21:55:09 +0000, Tee, Rough, Center, #fade#push#normal
 4H, Approach,265.5150622,151.895388,-17, 5 Handicap, 2025-10-18 21:55:09 +0000, Rough, Rough, , #draw#straight#normal#intended
 6I, Approach,115.4463478,92.83561126,-5, 5 Handicap, 2025-10-18 21:55:09 +0000, Rough, Fairway, Low, #straight#low#intended
 8I, Short,22.69318574,22.59490604,-3, Pro, 2025-10-18 21:55:09 +0000, Fairway, Green, Center, #straight#low#intended
 Pu, Putting,0.3131276,0.3131276,-7, Pro, 2025-10-18 21:55:09 +0000, Green, Green, ,
 Dr, Approach,333.0121287,165.2502842,3, 5 Handicap, 2025-10-25 02:57:40 +0000, Rough, Rough, Center, #straight#normal#intended
 4H, Approach,169.1699101,171.3941095,4, Pro, 2025-10-25 02:57:40 +0000, Rough, Green, Center, #fade#straight#normal#intended
 Pu, Putting,10.65310529,7.304200243,5, 25 Handicap, 2025-10-25 02:57:40 +0000, Green, Green, short,
 Pu, Putting,3.557723435,3.557723435,-6, 25 Handicap, 2025-10-25 02:57:40 +0000, Green, Green, right,
 Pu, Putting,0.6096,0,3, Pro, 2025-10-25 02:57:40 +0000, Green, Green, holed,
 7I, Approach,115.7137188,98.95172196,-3, 15 Handicap, 2025-10-25 02:57:40 +0000, Tee, Rough, ,
 9I, Short,28.75990747,39.8898281,-3, 15 Handicap, 2025-10-25 02:57:40 +0000, Rough, Rough, Low, #straight#low
 PW, Short,11.19400005,23.00788684,3, 15 Handicap, 2025-10-25 02:57:40 +0000, Rough, Green, Low, #straight#low
 Pu, Putting,13.0583713,15.24278706,3, 25 Handicap, 2025-10-25 02:57:40 +0000, Green, Green, long,
 Pu, Putting,2.442925808,2.442925808,-4, Pro, 2025-10-25 02:57:40 +0000, Green, Green, holed,
 Dr, Driving,298.3735187,162.2694519,41, 10 Handicap, 2025-10-25 02:57:40 +0000, Tee, Rough, Center, #slice#straight#normal
 6I, Approach,136.5167207,29.55677731,-4, 20 Handicap, 2025-10-25 02:57:40 +0000, Rough, Rough, Center, #straight#normal
 6I, Approach,110.0127183,88.32864451,5, 5 Handicap, 2025-10-25 02:57:40 +0000, Rough, Fairway, Center, #straight#low#intended
 8I, Short,23.57449459,9.539393162,5, 10 Handicap, 2025-10-25 02:57:40 +0000, Fairway, Green, Center, #straight#normal#intended
 Pu, Putting,8.977384596,14.49908894,-3, 0 Handicap, 2025-10-25 02:57:40 +0000, Green, Green, right,
 Pu, Putting,0.382033198,0.382033198,-3, Pro, 2025-10-25 02:57:40 +0000, Green, Green, holed,
 Dr, Driving,356.3408995,187.8454797,7, 10 Handicap, 2025-10-25 02:57:40 +0000, Tee, Rough, Low, #straight#low
 4H, Approach,173.4419251,123.7288207,-3, 10 Handicap, 2025-10-25 02:57:40 +0000, Rough, Rough, Low, #straight#low
 8I, Approach,51.13323276,40.01821769,5, 10 Handicap, 2025-10-25 02:57:40 +0000, Rough, Fairway, Center, #straight#low#intended
 Pu, Short,11.35676681,5.851917562,5, 10 Handicap, 2025-10-25 02:57:40 +0000, Fairway, Green, short,
 Pu, Putting,5.604959945,5.877087005,-6, 25 Handicap, 2025-10-25 02:57:40 +0000, Green, Green, left,
